Compilation;Date;Value;plotParameter
"CAPP 2012 - SCO + Bitumen";1990-08-17;344370.69222373;2
"CAPP 2012 - SCO + Bitumen";1990-09-08;344668.78841578;2
"CAPP 2012 - SCO + Bitumen";1990-09-30;344966.88460783;2
"CAPP 2012 - SCO + Bitumen";1990-10-22;345264.98079989;2
"CAPP 2012 - SCO + Bitumen";1990-11-13;345563.07699194;2
"CAPP 2012 - SCO + Bitumen";1990-12-05;345861.173184;2
"CAPP 2012 - SCO + Bitumen";1990-12-27;346159.26937605;2
"CAPP 2012 - SCO + Bitumen";1991-01-18;346457.36556811;2
"CAPP 2012 - SCO + Bitumen";1991-02-09;346755.46176016;2
"CAPP 2012 - SCO + Bitumen";1991-03-03;347053.55795222;2
"CAPP 2012 - SCO + Bitumen";1991-03-25;347351.65414427;2
"CAPP 2012 - SCO + Bitumen";1991-04-16;347649.75033633;2
"CAPP 2012 - SCO + Bitumen";1991-05-08;347947.84652839;2
"CAPP 2012 - SCO + Bitumen";1991-05-30;348245.94272044;2
"CAPP 2012 - SCO + Bitumen";1991-06-21;348544.0389125;2
"CAPP 2012 - SCO + Bitumen";1991-07-13;349191.42297145;2
"CAPP 2012 - SCO + Bitumen";1991-08-04;350129.88025283;2
"CAPP 2012 - SCO + Bitumen";1991-08-26;351068.33753421;2
"CAPP 2012 - SCO + Bitumen";1991-09-17;352006.7948156;2
"CAPP 2012 - SCO + Bitumen";1991-10-09;352945.25209697;2
"CAPP 2012 - SCO + Bitumen";1991-10-31;353883.70937835;2
"CAPP 2012 - SCO + Bitumen";1991-11-22;354822.16665973;2
"CAPP 2012 - SCO + Bitumen";1991-12-14;355760.6239411;2
"CAPP 2012 - SCO + Bitumen";1992-01-05;356699.08122249;2
"CAPP 2012 - SCO + Bitumen";1992-01-27;357637.53850387;2
"CAPP 2012 - SCO + Bitumen";1992-02-18;358575.99578525;2
"CAPP 2012 - SCO + Bitumen";1992-03-11;359514.45306662;2
"CAPP 2012 - SCO + Bitumen";1992-04-02;360452.910348;2
"CAPP 2012 - SCO + Bitumen";1992-04-24;361391.36762939;2
"CAPP 2012 - SCO + Bitumen";1992-05-16;362329.82491076;2
"CAPP 2012 - SCO + Bitumen";1992-06-07;363268.28219214;2
"CAPP 2012 - SCO + Bitumen";1992-06-29;364206.73947352;2
"CAPP 2012 - SCO + Bitumen";1992-07-21;364922.80529635;2
"CAPP 2012 - SCO + Bitumen";1992-08-12;365616.63197333;2
"CAPP 2012 - SCO + Bitumen";1992-09-03;366310.45865031;2
"CAPP 2012 - SCO + Bitumen";1992-09-25;367004.28532729;2
"CAPP 2012 - SCO + Bitumen";1992-10-17;367698.11200426;2
"CAPP 2012 - SCO + Bitumen";1992-11-08;368391.93868124;2
"CAPP 2012 - SCO + Bitumen";1992-11-30;369085.76535823;2
"CAPP 2012 - SCO + Bitumen";1992-12-22;369779.59203521;2
"CAPP 2012 - SCO + Bitumen";1993-01-13;370473.41871218;2
"CAPP 2012 - SCO + Bitumen";1993-02-04;371167.24538916;2
"CAPP 2012 - SCO + Bitumen";1993-02-26;371861.07206614;2
"CAPP 2012 - SCO + Bitumen";1993-03-20;372554.89874312;2
"CAPP 2012 - SCO + Bitumen";1993-04-11;373248.7254201;2
"CAPP 2012 - SCO + Bitumen";1993-05-03;373942.55209707;2
"CAPP 2012 - SCO + Bitumen";1993-05-25;374636.37877405;2
"CAPP 2012 - SCO + Bitumen";1993-06-16;375330.20545103;2
"CAPP 2012 - SCO + Bitumen";1993-07-08;376197.2055256;2
"CAPP 2012 - SCO + Bitumen";1993-07-30;377435.29145219;2
"CAPP 2012 - SCO + Bitumen";1993-08-21;378673.37737877;2
"CAPP 2012 - SCO + Bitumen";1993-09-12;379911.46330535;2
"CAPP 2012 - SCO + Bitumen";1993-10-04;381149.54923193;2
"CAPP 2012 - SCO + Bitumen";1993-10-26;382387.63515853;2
"CAPP 2012 - SCO + Bitumen";1993-11-17;383625.72108511;2
"CAPP 2012 - SCO + Bitumen";1993-12-09;384863.80701169;2
"CAPP 2012 - SCO + Bitumen";1993-12-31;386101.89293827;2
"CAPP 2012 - SCO + Bitumen";1994-01-22;387339.97886486;2
"CAPP 2012 - SCO + Bitumen";1994-02-13;388578.06479144;2
"CAPP 2012 - SCO + Bitumen";1994-03-07;389816.15071802;2
"CAPP 2012 - SCO + Bitumen";1994-03-29;391054.2366446;2
"CAPP 2012 - SCO + Bitumen";1994-04-20;392292.32257119;2
"CAPP 2012 - SCO + Bitumen";1994-05-12;393530.40849777;2
"CAPP 2012 - SCO + Bitumen";1994-06-03;394768.49442436;2
"CAPP 2012 - SCO + Bitumen";1994-06-25;396006.58035094;2
"CAPP 2012 - SCO + Bitumen";1994-07-17;397717.54107316;2
"CAPP 2012 - SCO + Bitumen";1994-08-08;399605.82984374;2
"CAPP 2012 - SCO + Bitumen";1994-08-30;401494.11861431;2
"CAPP 2012 - SCO + Bitumen";1994-09-21;403382.40738489;2
"CAPP 2012 - SCO + Bitumen";1994-10-13;405270.69615547;2
"CAPP 2012 - SCO + Bitumen";1994-11-04;407158.98492605;2
"CAPP 2012 - SCO + Bitumen";1994-11-26;409047.27369664;2
"CAPP 2012 - SCO + Bitumen";1994-12-18;410935.56246721;2
"CAPP 2012 - SCO + Bitumen";1995-01-09;412823.85123779;2
"CAPP 2012 - SCO + Bitumen";1995-01-31;414712.14000837;2
"CAPP 2012 - SCO + Bitumen";1995-02-22;416600.42877895;2
"CAPP 2012 - SCO + Bitumen";1995-03-16;418488.71754953;2
"CAPP 2012 - SCO + Bitumen";1995-04-07;420377.0063201;2
"CAPP 2012 - SCO + Bitumen";1995-04-29;422265.29509068;2
"CAPP 2012 - SCO + Bitumen";1995-05-21;424153.58386126;2
"CAPP 2012 - SCO + Bitumen";1995-06-12;426041.87263184;2
"CAPP 2012 - SCO + Bitumen";1995-07-04;427814.48131277;2
"CAPP 2012 - SCO + Bitumen";1995-07-26;428854.44942591;2
"CAPP 2012 - SCO + Bitumen";1995-08-17;429894.41753905;2
"CAPP 2012 - SCO + Bitumen";1995-09-08;430934.38565219;2
"CAPP 2012 - SCO + Bitumen";1995-09-30;431974.35376533;2
"CAPP 2012 - SCO + Bitumen";1995-10-22;433014.32187847;2
"CAPP 2012 - SCO + Bitumen";1995-11-13;434054.28999161;2
"CAPP 2012 - SCO + Bitumen";1995-12-05;435094.25810475;2
"CAPP 2012 - SCO + Bitumen";1995-12-27;436134.22621789;2
"CAPP 2012 - SCO + Bitumen";1996-01-18;437174.19433103;2
"CAPP 2012 - SCO + Bitumen";1996-02-09;438214.16244417;2
"CAPP 2012 - SCO + Bitumen";1996-03-02;439254.13055731;2
"CAPP 2012 - SCO + Bitumen";1996-03-24;440294.09867045;2
"CAPP 2012 - SCO + Bitumen";1996-04-15;441334.06678359;2
"CAPP 2012 - SCO + Bitumen";1996-05-07;442374.03489674;2
"CAPP 2012 - SCO + Bitumen";1996-05-29;443414.00300987;2
"CAPP 2012 - SCO + Bitumen";1996-06-20;444453.97112301;2
"CAPP 2012 - SCO + Bitumen";1996-07-12;447457.39767158;2
"CAPP 2012 - SCO + Bitumen";1996-08-03;452424.28265558;2
"CAPP 2012 - SCO + Bitumen";1996-08-25;457391.16763957;2
"CAPP 2012 - SCO + Bitumen";1996-09-16;462358.05262356;2
"CAPP 2012 - SCO + Bitumen";1996-10-08;467324.93760756;2
"CAPP 2012 - SCO + Bitumen";1996-10-30;472291.82259156;2
"CAPP 2012 - SCO + Bitumen";1996-11-21;477258.70757556;2
"CAPP 2012 - SCO + Bitumen";1996-12-13;482225.59255955;2
"CAPP 2012 - SCO + Bitumen";1997-01-04;487192.47754354;2
"CAPP 2012 - SCO + Bitumen";1997-01-26;492159.36252754;2
"CAPP 2012 - SCO + Bitumen";1997-02-17;497126.24751154;2
"CAPP 2012 - SCO + Bitumen";1997-03-11;502093.13249554;2
"CAPP 2012 - SCO + Bitumen";1997-04-02;507060.01747953;2
"CAPP 2012 - SCO + Bitumen";1997-04-24;512026.90246352;2
"CAPP 2012 - SCO + Bitumen";1997-05-16;516993.78744752;2
"CAPP 2012 - SCO + Bitumen";1997-06-07;521960.67243152;2
"CAPP 2012 - SCO + Bitumen";1997-06-29;526927.55741552;2
"CAPP 2012 - SCO + Bitumen";1997-07-21;530807.62353016;2
"CAPP 2012 - SCO + Bitumen";1997-08-12;534579.00775786;2
"CAPP 2012 - SCO + Bitumen";1997-09-03;538350.39198557;2
"CAPP 2012 - SCO + Bitumen";1997-09-25;542121.77621328;2
"CAPP 2012 - SCO + Bitumen";1997-10-17;545893.16044098;2
"CAPP 2012 - SCO + Bitumen";1997-11-08;549664.54466869;2
"CAPP 2012 - SCO + Bitumen";1997-11-30;553435.92889639;2
"CAPP 2012 - SCO + Bitumen";1997-12-22;557207.3131241;2
"CAPP 2012 - SCO + Bitumen";1998-01-13;560978.69735181;2
"CAPP 2012 - SCO + Bitumen";1998-02-04;564750.08157951;2
"CAPP 2012 - SCO + Bitumen";1998-02-26;568521.46580721;2
"CAPP 2012 - SCO + Bitumen";1998-03-20;572292.85003493;2
"CAPP 2012 - SCO + Bitumen";1998-04-11;576064.23426263;2
"CAPP 2012 - SCO + Bitumen";1998-05-03;579835.61849033;2
"CAPP 2012 - SCO + Bitumen";1998-05-25;583607.00271804;2
"CAPP 2012 - SCO + Bitumen";1998-06-16;587378.38694575;2
"CAPP 2012 - SCO + Bitumen";1998-07-08;589521.1480754;2
"CAPP 2012 - SCO + Bitumen";1998-07-30;588174.00256635;2
"CAPP 2012 - SCO + Bitumen";1998-08-21;586826.85705731;2
"CAPP 2012 - SCO + Bitumen";1998-09-12;585479.71154827;2
"CAPP 2012 - SCO + Bitumen";1998-10-04;584132.56603923;2
"CAPP 2012 - SCO + Bitumen";1998-10-26;582785.42053018;2
"CAPP 2012 - SCO + Bitumen";1998-11-17;581438.27502113;2
"CAPP 2012 - SCO + Bitumen";1998-12-09;580091.12951209;2
"CAPP 2012 - SCO + Bitumen";1998-12-31;578743.98400305;2
"CAPP 2012 - SCO + Bitumen";1999-01-22;577396.838494;2
"CAPP 2012 - SCO + Bitumen";1999-02-13;576049.69298496;2
"CAPP 2012 - SCO + Bitumen";1999-03-07;574702.54747592;2
"CAPP 2012 - SCO + Bitumen";1999-03-29;573355.40196688;2
"CAPP 2012 - SCO + Bitumen";1999-04-20;572008.25645783;2
"CAPP 2012 - SCO + Bitumen";1999-05-12;570661.11094879;2
"CAPP 2012 - SCO + Bitumen";1999-06-03;569313.96543974;2
"CAPP 2012 - SCO + Bitumen";1999-06-25;567966.8199307;2
"CAPP 2012 - SCO + Bitumen";1999-07-17;569445.82142375;2
"CAPP 2012 - SCO + Bitumen";1999-08-08;571984.62804258;2
"CAPP 2012 - SCO + Bitumen";1999-08-30;574523.4346614;2
"CAPP 2012 - SCO + Bitumen";1999-09-21;577062.24128024;2
"CAPP 2012 - SCO + Bitumen";1999-10-13;579601.04789907;2
"CAPP 2012 - SCO + Bitumen";1999-11-04;582139.8545179;2
"CAPP 2012 - SCO + Bitumen";1999-11-26;584678.66113674;2
"CAPP 2012 - SCO + Bitumen";1999-12-18;587217.46775557;2
"CAPP 2012 - SCO + Bitumen";2000-01-09;589756.2743744;2
"CAPP 2012 - SCO + Bitumen";2000-01-31;592295.08099323;2
"CAPP 2012 - SCO + Bitumen";2000-02-22;594833.88761206;2
"CAPP 2012 - SCO + Bitumen";2000-03-15;597372.69423089;2
"CAPP 2012 - SCO + Bitumen";2000-04-06;599911.50084972;2
"CAPP 2012 - SCO + Bitumen";2000-04-28;602450.30746856;2
"CAPP 2012 - SCO + Bitumen";2000-05-20;604989.11408739;2
"CAPP 2012 - SCO + Bitumen";2000-06-11;607527.92070622;2
"CAPP 2012 - SCO + Bitumen";2000-07-03;610100.69128544;2
"CAPP 2012 - SCO + Bitumen";2000-07-25;613013.10146844;2
"CAPP 2012 - SCO + Bitumen";2000-08-16;615925.51165144;2
"CAPP 2012 - SCO + Bitumen";2000-09-07;618837.92183444;2
"CAPP 2012 - SCO + Bitumen";2000-09-29;621750.33201745;2
"CAPP 2012 - SCO + Bitumen";2000-10-21;624662.74220045;2
"CAPP 2012 - SCO + Bitumen";2000-11-12;627575.15238346;2
"CAPP 2012 - SCO + Bitumen";2000-12-04;630487.56256646;2
"CAPP 2012 - SCO + Bitumen";2000-12-26;633399.97274946;2
"CAPP 2012 - SCO + Bitumen";2001-01-17;636312.38293247;2
"CAPP 2012 - SCO + Bitumen";2001-02-08;639224.79311547;2
"CAPP 2012 - SCO + Bitumen";2001-03-02;642137.20329848;2
"CAPP 2012 - SCO + Bitumen";2001-03-24;645049.61348148;2
"CAPP 2012 - SCO + Bitumen";2001-04-15;647962.02366449;2
"CAPP 2012 - SCO + Bitumen";2001-05-07;650874.43384749;2
"CAPP 2012 - SCO + Bitumen";2001-05-29;653786.84403049;2
"CAPP 2012 - SCO + Bitumen";2001-06-20;656699.25421349;2
"CAPP 2012 - SCO + Bitumen";2001-07-12;660734.45876448;2
"CAPP 2012 - SCO + Bitumen";2001-08-03;665892.45768346;2
"CAPP 2012 - SCO + Bitumen";2001-08-25;671050.45660243;2
"CAPP 2012 - SCO + Bitumen";2001-09-16;676208.4555214;2
"CAPP 2012 - SCO + Bitumen";2001-10-08;681366.45444037;2
"CAPP 2012 - SCO + Bitumen";2001-10-30;686524.45335934;2
"CAPP 2012 - SCO + Bitumen";2001-11-21;691682.45227832;2
"CAPP 2012 - SCO + Bitumen";2001-12-13;696840.45119729;2
"CAPP 2012 - SCO + Bitumen";2002-01-04;701998.45011626;2
"CAPP 2012 - SCO + Bitumen";2002-01-26;707156.44903523;2
"CAPP 2012 - SCO + Bitumen";2002-02-17;712314.44795421;2
"CAPP 2012 - SCO + Bitumen";2002-03-11;717472.44687317;2
"CAPP 2012 - SCO + Bitumen";2002-04-02;722630.44579215;2
"CAPP 2012 - SCO + Bitumen";2002-04-24;727788.44471112;2
"CAPP 2012 - SCO + Bitumen";2002-05-16;732946.44363009;2
"CAPP 2012 - SCO + Bitumen";2002-06-07;738104.44254907;2
"CAPP 2012 - SCO + Bitumen";2002-06-29;743262.44146803;2
"CAPP 2012 - SCO + Bitumen";2002-07-21;750297.58713964;2
"CAPP 2012 - SCO + Bitumen";2002-08-12;757520.4474865;2
"CAPP 2012 - SCO + Bitumen";2002-09-03;764743.30783336;2
"CAPP 2012 - SCO + Bitumen";2002-09-25;771966.16818023;2
"CAPP 2012 - SCO + Bitumen";2002-10-17;779189.02852709;2
"CAPP 2012 - SCO + Bitumen";2002-11-08;786411.88887396;2
"CAPP 2012 - SCO + Bitumen";2002-11-30;793634.74922082;2
"CAPP 2012 - SCO + Bitumen";2002-12-22;800857.60956769;2
"CAPP 2012 - SCO + Bitumen";2003-01-13;808080.46991456;2
"CAPP 2012 - SCO + Bitumen";2003-02-04;815303.33026141;2
"CAPP 2012 - SCO + Bitumen";2003-02-26;822526.19060829;2
"CAPP 2012 - SCO + Bitumen";2003-03-20;829749.05095514;2
"CAPP 2012 - SCO + Bitumen";2003-04-11;836971.91130202;2
"CAPP 2012 - SCO + Bitumen";2003-05-03;844194.77164887;2
"CAPP 2012 - SCO + Bitumen";2003-05-25;851417.63199575;2
"CAPP 2012 - SCO + Bitumen";2003-06-16;858640.4923426;2
"CAPP 2012 - SCO + Bitumen";2003-07-08;865856.74392077;2
"CAPP 2012 - SCO + Bitumen";2003-07-30;873058.83385171;2
"CAPP 2012 - SCO + Bitumen";2003-08-21;880260.92378264;2
"CAPP 2012 - SCO + Bitumen";2003-09-12;887463.01371359;2
"CAPP 2012 - SCO + Bitumen";2003-10-04;894665.10364453;2
"CAPP 2012 - SCO + Bitumen";2003-10-26;901867.19357547;2
"CAPP 2012 - SCO + Bitumen";2003-11-17;909069.2835064;2
"CAPP 2012 - SCO + Bitumen";2003-12-09;916271.37343735;2
"CAPP 2012 - SCO + Bitumen";2003-12-31;923473.46336828;2
"CAPP 2012 - SCO + Bitumen";2004-01-22;930675.55329921;2
"CAPP 2012 - SCO + Bitumen";2004-02-13;937877.64323017;2
"CAPP 2012 - SCO + Bitumen";2004-03-06;945079.7331611;2
"CAPP 2012 - SCO + Bitumen";2004-03-28;952281.82309204;2
"CAPP 2012 - SCO + Bitumen";2004-04-19;959483.91302297;2
"CAPP 2012 - SCO + Bitumen";2004-05-11;966686.00295392;2
"CAPP 2012 - SCO + Bitumen";2004-06-02;973888.09288485;2
"CAPP 2012 - SCO + Bitumen";2004-06-24;981090.18281579;2
"CAPP 2012 - SCO + Bitumen";2004-07-16;982867.61885314;2
"CAPP 2012 - SCO + Bitumen";2004-08-07;982113.54974013;2
"CAPP 2012 - SCO + Bitumen";2004-08-29;981359.48062713;2
"CAPP 2012 - SCO + Bitumen";2004-09-20;980605.41151413;2
"CAPP 2012 - SCO + Bitumen";2004-10-12;979851.34240112;2
"CAPP 2012 - SCO + Bitumen";2004-11-03;979097.27328813;2
"CAPP 2012 - SCO + Bitumen";2004-11-25;978343.20417512;2
"CAPP 2012 - SCO + Bitumen";2004-12-17;977589.13506212;2
"CAPP 2012 - SCO + Bitumen";2005-01-08;976835.06594912;2
"CAPP 2012 - SCO + Bitumen";2005-01-30;976080.99683611;2
"CAPP 2012 - SCO + Bitumen";2005-02-21;975326.92772311;2
"CAPP 2012 - SCO + Bitumen";2005-03-15;974572.85861011;2
"CAPP 2012 - SCO + Bitumen";2005-04-06;973818.78949711;2
"CAPP 2012 - SCO + Bitumen";2005-04-28;973064.72038411;2
"CAPP 2012 - SCO + Bitumen";2005-05-20;972310.6512711;2
"CAPP 2012 - SCO + Bitumen";2005-06-11;971556.5821581;2
"CAPP 2012 - SCO + Bitumen";2005-07-03;971679.33320329;2
"CAPP 2012 - SCO + Bitumen";2005-07-25;980570.28583044;2
"CAPP 2012 - SCO + Bitumen";2005-08-16;989461.23845758;2
"CAPP 2012 - SCO + Bitumen";2005-09-07;998352.19108472;2
"CAPP 2012 - SCO + Bitumen";2005-09-29;1007243.1437119;2
"CAPP 2012 - SCO + Bitumen";2005-10-21;1016134.096339;2
"CAPP 2012 - SCO + Bitumen";2005-11-12;1025025.0489662;2
"CAPP 2012 - SCO + Bitumen";2005-12-04;1033916.0015933;2
"CAPP 2012 - SCO + Bitumen";2005-12-26;1042806.9542204;2
"CAPP 2012 - SCO + Bitumen";2006-01-17;1051697.9068476;2
"CAPP 2012 - SCO + Bitumen";2006-02-08;1060588.8594747;2
"CAPP 2012 - SCO + Bitumen";2006-03-02;1069479.8121019;2
"CAPP 2012 - SCO + Bitumen";2006-03-24;1078370.764729;2
"CAPP 2012 - SCO + Bitumen";2006-04-15;1087261.7173562;2
"CAPP 2012 - SCO + Bitumen";2006-05-07;1096152.6699833;2
"CAPP 2012 - SCO + Bitumen";2006-05-29;1105043.6226105;2
"CAPP 2012 - SCO + Bitumen";2006-06-20;1113934.5752376;2
"CAPP 2012 - SCO + Bitumen";2006-07-12;1120668.2254574;2
"CAPP 2012 - SCO + Bitumen";2006-08-03;1125244.57327;2
"CAPP 2012 - SCO + Bitumen";2006-08-25;1129820.9210825;2
"CAPP 2012 - SCO + Bitumen";2006-09-16;1134397.268895;2
"CAPP 2012 - SCO + Bitumen";2006-10-08;1138973.6167075;2
"CAPP 2012 - SCO + Bitumen";2006-10-30;1143549.96452;2
"CAPP 2012 - SCO + Bitumen";2006-11-21;1148126.3123326;2
"CAPP 2012 - SCO + Bitumen";2006-12-13;1152702.6601451;2
"CAPP 2012 - SCO + Bitumen";2007-01-04;1157279.0079576;2
"CAPP 2012 - SCO + Bitumen";2007-01-26;1161855.3557701;2
"CAPP 2012 - SCO + Bitumen";2007-02-17;1166431.7035827;2
"CAPP 2012 - SCO + Bitumen";2007-03-11;1171008.0513952;2
"CAPP 2012 - SCO + Bitumen";2007-04-02;1175584.3992077;2
"CAPP 2012 - SCO + Bitumen";2007-04-24;1180160.7470202;2
"CAPP 2012 - SCO + Bitumen";2007-05-16;1184737.0948328;2
"CAPP 2012 - SCO + Bitumen";2007-06-07;1189313.4426453;2
"CAPP 2012 - SCO + Bitumen";2007-06-29;1193889.7904578;2
"CAPP 2012 - SCO + Bitumen";2007-07-21;1195044.0826717;2
"CAPP 2012 - SCO + Bitumen";2007-08-12;1195856.1693258;2
"CAPP 2012 - SCO + Bitumen";2007-09-03;1196668.2559799;2
"CAPP 2012 - SCO + Bitumen";2007-09-25;1197480.342634;2
"CAPP 2012 - SCO + Bitumen";2007-10-17;1198292.4292881;2
"CAPP 2012 - SCO + Bitumen";2007-11-08;1199104.5159422;2
"CAPP 2012 - SCO + Bitumen";2007-11-30;1199916.6025963;2
"CAPP 2012 - SCO + Bitumen";2007-12-22;1200728.6892503;2
"CAPP 2012 - SCO + Bitumen";2008-01-13;1201540.7759044;2
"CAPP 2012 - SCO + Bitumen";2008-02-04;1202352.8625585;2
"CAPP 2012 - SCO + Bitumen";2008-02-26;1203164.9492126;2
"CAPP 2012 - SCO + Bitumen";2008-03-19;1203977.0358667;2
"CAPP 2012 - SCO + Bitumen";2008-04-10;1204789.1225208;2
"CAPP 2012 - SCO + Bitumen";2008-05-02;1205601.2091749;2
"CAPP 2012 - SCO + Bitumen";2008-05-24;1206413.295829;2
"CAPP 2012 - SCO + Bitumen";2008-06-15;1207225.382483;2
"CAPP 2012 - SCO + Bitumen";2008-07-07;1209983.5855691;2
"CAPP 2012 - SCO + Bitumen";2008-07-29;1217931.4324736;2
"CAPP 2012 - SCO + Bitumen";2008-08-20;1225879.2793782;2
"CAPP 2012 - SCO + Bitumen";2008-09-11;1233827.1262827;2
"CAPP 2012 - SCO + Bitumen";2008-10-03;1241774.9731872;2
"CAPP 2012 - SCO + Bitumen";2008-10-25;1249722.8200918;2
"CAPP 2012 - SCO + Bitumen";2008-11-16;1257670.6669963;2
"CAPP 2012 - SCO + Bitumen";2008-12-08;1265618.5139009;2
"CAPP 2012 - SCO + Bitumen";2008-12-30;1273566.3608054;2
"CAPP 2012 - SCO + Bitumen";2009-01-21;1281514.20771;2
"CAPP 2012 - SCO + Bitumen";2009-02-12;1289462.0546145;2
"CAPP 2012 - SCO + Bitumen";2009-03-06;1297409.9015191;2
"CAPP 2012 - SCO + Bitumen";2009-03-28;1305357.7484236;2
"CAPP 2012 - SCO + Bitumen";2009-04-19;1313305.5953282;2
"CAPP 2012 - SCO + Bitumen";2009-05-11;1321253.4422327;2
"CAPP 2012 - SCO + Bitumen";2009-06-02;1329201.2891372;2
"CAPP 2012 - SCO + Bitumen";2009-06-24;1337149.1360418;2
"CAPP 2012 - SCO + Bitumen";2009-07-16;1344224.5062867;2
"CAPP 2012 - SCO + Bitumen";2009-08-07;1350892.720757;2
"CAPP 2012 - SCO + Bitumen";2009-08-29;1357560.9352274;2
"CAPP 2012 - SCO + Bitumen";2009-09-20;1364229.1496977;2
"CAPP 2012 - SCO + Bitumen";2009-10-12;1370897.3641681;2
"CAPP 2012 - SCO + Bitumen";2009-11-03;1377565.5786385;2
"CAPP 2012 - SCO + Bitumen";2009-11-25;1384233.7931088;2
"CAPP 2012 - SCO + Bitumen";2009-12-17;1390902.0075792;2
"CAPP 2012 - SCO + Bitumen";2010-01-08;1397570.2220495;2
"CAPP 2012 - SCO + Bitumen";2010-01-30;1404238.4365199;2
"CAPP 2012 - SCO + Bitumen";2010-02-21;1410906.6509903;2
"CAPP 2012 - SCO + Bitumen";2010-03-15;1417574.8654606;2
"CAPP 2012 - SCO + Bitumen";2010-04-06;1424243.079931;2
"CAPP 2012 - SCO + Bitumen";2010-04-28;1430911.2944013;2
"CAPP 2012 - SCO + Bitumen";2010-05-20;1437579.5088717;2
"CAPP 2012 - SCO + Bitumen";2010-06-11;1444247.7233421;2
"CAPP 2012 - SCO + Bitumen";2010-07-03;1451098.8368698;2
"CAPP 2012 - SCO + Bitumen";2010-07-25;1459778.9409708;2
"CAPP 2012 - SCO + Bitumen";2010-08-16;1468459.0450719;2
"CAPP 2012 - SCO + Bitumen";2010-09-07;1477139.1491729;2
"CAPP 2012 - SCO + Bitumen";2010-09-29;1485819.253274;2
"CAPP 2012 - SCO + Bitumen";2010-10-21;1494499.357375;2
"CAPP 2012 - SCO + Bitumen";2010-11-12;1503179.4614761;2
"CAPP 2012 - SCO + Bitumen";2010-12-04;1511859.5655772;2
"CAPP 2012 - SCO + Bitumen";2010-12-26;1520539.6696782;2
"CAPP 2012 - SCO + Bitumen";2011-01-17;1529219.7737793;2
"CAPP 2012 - SCO + Bitumen";2011-02-08;1537899.8778803;2
"CAPP 2012 - SCO + Bitumen";2011-03-02;1546579.9819814;2
"CAPP 2012 - SCO + Bitumen";2011-03-24;1555260.0860824;2
"CAPP 2012 - SCO + Bitumen";2011-04-15;1563940.1901835;2
"CAPP 2012 - SCO + Bitumen";2011-05-07;1572620.2942845;2
"CAPP 2012 - SCO + Bitumen";2011-05-29;1581300.3983856;2
"CAPP 2012 - SCO + Bitumen";2011-06-20;1589980.5024867;2
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-07-01;739000;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-07-12;745991.78082192;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-07-23;752983.56164384;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-08-03;759975.34246575;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-08-14;766967.12328767;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-08-25;773958.90410959;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-09-05;780950.68493151;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-09-16;787942.46575342;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-09-27;794934.24657534;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-10-08;801926.02739726;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-10-19;808917.80821918;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-10-30;815909.5890411;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-11-10;822901.36986301;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-11-21;829893.15068493;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-12-02;836884.93150685;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-12-13;843876.71232877;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2002-12-24;850868.49315068;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-01-04;857860.2739726;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-01-15;864852.05479452;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-01-26;871843.83561644;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-02-06;878835.61643836;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-02-17;885827.39726027;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-02-28;892819.17808219;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-03-11;899810.95890411;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-03-22;906802.73972603;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-04-02;913794.52054794;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-04-13;920786.30136986;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-04-24;927778.08219178;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-05-05;934769.8630137;1
"CERI 2003 - Total Production - Case 4:  Reference Supply Outlook";2003-05-16;941761.64383562;1
