Compilation;Date;Value
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-26;94590.73044545
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-27;94630.968943663
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-28;94671.207441876
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-29;94711.445940089
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-30;94751.684438302
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-01;94791.922936516
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-02;94832.161434729
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-03;94872.399932942
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-04;94912.638431155
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-05;94952.876929368
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-06;94993.115427581
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-07;95033.353925795
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-08;95073.592424008
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-09;95113.830922221
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-10;95154.069420434
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-11;95194.307918647
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-12;95234.546416861
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-13;95274.784915074
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-14;95315.023413287
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-15;95355.2619115
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-16;95395.500409713
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-17;95435.738907927
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-18;95475.97740614
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-19;95516.215904353
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-20;95556.454402566
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-21;95596.692900779
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-22;95636.931398992
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-23;95677.169897206
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-24;95717.408395419
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-25;95757.646893632
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-26;95797.885391845
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-27;95838.123890058
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-28;95878.362388272
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-29;95918.600886485
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-30;95958.839384698
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-05-31;95999.077882911
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-01;96039.316381124
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-02;96079.554879338
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-03;96119.793377551
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-04;96160.031875764
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-05;96200.270373977
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-06;96240.50887219
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-07;96280.747370403
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-08;96320.985868617
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-09;96361.22436683
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-10;96401.462865043
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-11;96441.701363256
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-12;96481.939861469
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-13;96522.178359683
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-14;96562.416857896
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-15;96602.655356109
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-16;96642.893854322
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-17;96683.132352535
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-18;96723.370850749
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-19;96763.609348962
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-20;96803.847847175
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-21;96844.086345388
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-22;96884.324843601
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-23;96924.563341815
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-24;96964.801840028
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-25;97005.040338241
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-26;97045.278836454
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-27;97085.517334667
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-28;97125.75583288
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-29;97165.994331094
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-06-30;97206.232829307
